AIM-Spice Version 2019.100  (Built on Aug 27 2019)
Simulation started on Tue Nov 12 13:41:12 2019
Circuit: * A simulation of all four pixels
Analysis: Transient Analysis
Time,v(erase),v(expose),v(n211),v(nre_r1),v(nre_r2),v(out_c1),v(out_c2)
9.04489665512768e-03,1.80000000000000e+00,0.00000000000000e+00,-1.72493017873237e-08,1.80000000000000e+00,1.80000000000000e+00,1.76792226713805e+00,1.74895546262075e+00
9.06078642059721e-03,1.80000000000000e+00,0.00000000000000e+00,5.17523106651865e-09,1.80000000000000e+00,1.80000000000000e+00,1.76832249161901e+00,1.75024460512177e+00
9.09256595153626e-03,1.80000000000000e+00,0.00000000000000e+00,-1.69562832370152e-08,1.80000000000000e+00,1.80000000000000e+00,1.76902660025371e+00,1.75269024394277e+00
9.15612501341436e-03,1.80000000000000e+00,0.00000000000000e+00,5.11804630595726e-09,1.80000000000000e+00,1.80000000000000e+00,1.77011132339393e+00,1.75676761384241e+00
9.28324313717056e-03,1.80000000000000e+00,0.00000000000000e+00,-1.69796146782385e-08,1.80000000000000e+00,1.80000000000000e+00,1.77137578933423e+00,1.76261831857630e+00
9.52324313717056e-03,1.80000000000000e+00,0.00000000000000e+00,5.12377082214993e-09,1.80000000000000e+00,1.80000000000000e+00,1.77216684582726e+00,1.76814839700693e+00
9.76324313717056e-03,1.80000000000000e+00,0.00000000000000e+00,-1.69658392578346e-08,1.80000000000000e+00,1.80000000000000e+00,1.77234215438865e+00,1.77003616541497e+00
1.00032431371706e-02,1.80000000000000e+00,0.00000000000000e+00,5.12532240014325e-09,1.80000000000000e+00,1.80000000000000e+00,1.77250896137302e+00,1.77093984321696e+00
1.00300000000000e-02,1.79999999999992e+00,0.00000000000000e+00,-1.70364887435406e-08,1.80000000000000e+00,1.80000000000000e+00,1.77253207486098e+00,1.77102738603010e+00
1.00330000000000e-02,1.61999999999995e+00,0.00000000000000e+00,-1.20846369666483e-06,1.80000000000000e+00,1.80000000000000e+00,1.77253821125194e+00,1.77105098234257e+00
1.00390000000000e-02,1.25999999999990e+00,0.00000000000000e+00,-1.84504480375313e-06,1.80000000000000e+00,1.80000000000000e+00,1.77254279118637e+00,1.77107311458367e+00
1.00510000000000e-02,5.39999999999911e-01,0.00000000000000e+00,-3.69870400492558e-05,1.80000000000000e+00,1.80000000000000e+00,1.77255046130935e+00,1.77111622002346e+00
1.00600000000000e-02,0.00000000000000e+00,0.00000000000000e+00,2.36166955394121e-04,1.80000000000000e+00,1.80000000000000e+00,1.77255740808932e+00,1.77115019116744e+00
1.00624000000000e-02,0.00000000000000e+00,0.00000000000000e+00,2.34642182428080e-04,1.80000000000000e+00,1.80000000000000e+00,1.77255970069037e+00,1.77116069095292e+00
1.00672000000000e-02,0.00000000000000e+00,0.00000000000000e+00,2.31615367395296e-04,1.80000000000000e+00,1.80000000000000e+00,1.77256327003324e+00,1.77117862406312e+00
1.00768000000000e-02,0.00000000000000e+00,0.00000000000000e+00,2.25660290348659e-04,1.80000000000000e+00,1.80000000000000e+00,1.77256892061059e+00,1.77121181102847e+00
1.00960000000000e-02,0.00000000000000e+00,0.00000000000000e+00,2.13936423443495e-04,1.80000000000000e+00,1.80000000000000e+00,1.77257989515990e+00,1.77127669936904e+00
1.01344000000000e-02,0.00000000000000e+00,0.00000000000000e+00,1.90799243824469e-04,1.80000000000000e+00,1.80000000000000e+00,1.77260202427511e+00,1.77139808367220e+00
1.02112000000000e-02,0.00000000000000e+00,0.00000000000000e+00,1.43602598595889e-04,1.80000000000000e+00,1.80000000000000e+00,1.77263366354334e+00,1.77152252277041e+00
1.03648000000000e-02,0.00000000000000e+00,0.00000000000000e+00,4.84072765474404e-05,1.80000000000000e+00,1.80000000000000e+00,1.77261116372454e+00,1.77167311309157e+00
1.06048000000000e-02,0.00000000000000e+00,0.00000000000000e+00,-9.90486208340626e-05,1.80000000000000e+00,1.80000000000000e+00,1.77261027426291e+00,1.77177090236269e+00
1.08448000000000e-02,0.00000000000000e+00,0.00000000000000e+00,-2.45836810061277e-04,1.80000000000000e+00,1.80000000000000e+00,1.77261585416473e+00,1.77180933550483e+00
1.10848000000000e-02,0.00000000000000e+00,0.00000000000000e+00,-3.91957777362479e-04,1.80000000000000e+00,1.80000000000000e+00,1.77260280922837e+00,1.77183213110402e+00
1.13248000000000e-02,0.00000000000000e+00,0.00000000000000e+00,-5.36889738511279e-04,1.80000000000000e+00,1.80000000000000e+00,1.77262233687536e+00,1.77186268561739e+00
1.15648000000000e-02,0.00000000000000e+00,0.00000000000000e+00,-6.80626242653612e-04,1.80000000000000e+00,1.80000000000000e+00,1.77260406813415e+00,1.77188167129521e+00
1.18048000000000e-02,0.00000000000000e+00,0.00000000000000e+00,-8.23573883616807e-04,1.80000000000000e+00,1.80000000000000e+00,1.77261871917675e+00,1.77185481325615e+00
1.20000000000000e-02,0.00000000000000e+00,0.00000000000000e+00,-9.39275530594260e-04,1.80000000000000e+00,1.80000000000000e+00,1.77260564268911e+00,1.77187891987076e+00
